,Category,Subcategory,Difficulty,Solution,Prerequisite,Hint,Task,Sample Input,Sample Output,Cyclomatic Complexity,Halstead Difficulty,Halstead Effort,Halstead Volume,Halstead Time,SLoC,Logical SLoC,Number of Functions,Number of Classes,Number of Lines,Number of Comments,Diff SLoC LLoC,Maintainability Index,Student ID,Demanding,Effort,Satisfied,Stress,Exercise ID,Num of Bursts,Total Keystrokes,Total Time,Avg. Latency,Num of Deletions,Num of Insertions,Edit Ratio,Freq of nan,Freq of Enter,Freq of KeyD,Freq of KeyE,Freq of KeyF,Freq of Space,Freq of KeyC,Freq of KeyO,Freq of KeyU,Freq of KeyN,Freq of KeyT,Freq of ShiftLeft,Freq of Minus,Freq of KeyV,Freq of KeyW,Freq of KeyL,Freq of KeyS,Freq of Digit9,Freq of KeyR,Freq of ArrowRight,Freq of Backspace,Freq of Tab,Freq of ArrowLeft,Freq of Semicolon,Freq of ArrowDown,Freq of Equal,Freq of BracketLeft,Freq of BracketRight,Freq of Quote,Freq of KeyA,Freq of Comma,Freq of KeyI,Freq of KeyG,Freq of Digit0,Freq of Backslash,Freq of KeyP,Freq of Digit1,Freq of KeyM,Freq of ArrowUp,Freq of Period,Freq of ControlLeft,Freq of Delete,Freq of KeyH,Freq of KeyJ,Freq of Digit2,Freq of KeyB,Freq of Digit3,Freq of Digit5,Freq of Digit6,Freq of KeyZ,Freq of ShiftRight,Freq of KeyX,Freq of KeyY,Freq of Slash,Freq of Digit4,Freq of Digit7,Freq of Digit8,Freq of KeyQ,Freq of Insert,Freq of Home,Freq of MetaLeft,Freq of KeyK,Freq of NumpadSubtract,Freq of MetaRight,Freq of Numpad0,Freq of End,Freq of AltLeft,Freq of Backquote,Freq of CapsLock,Freq of Numpad4,Freq of PageDown,Freq of Escape,Freq of NumpadAdd,Freq of Numpad1,Freq of Numpad2,Freq of NumpadMultiply,Freq of NumpadDecimal,Freq of Numpad5,Freq of Numpad6,Freq of NumpadEnter,Freq of Numpad3,Freq of Numpad8,Freq of Numpad7,Freq of ControlRight,Freq of PageUp,Short Pause,Num of Code Executions,Num of AI Feedback Calls,Num of Editor Actives,Num of Editor Inactives,Large Editor Deactives,Medium Editor Deactives,Small Editor Deactives,Large Editor Deactive Time (Mean),Medium Editor Deactive Time (Mean),Small Editor Deactive Time (Mean),Num of Page Actives,Num of Page Inactives,Large Page Deactives,Medium Page Deactives,Small Page Deactives,Large Page Deactive Time (Mean),Medium Page Deactive Time (Mean),Small Page Deactive Time (Mean),Final Grade,Function Definition,Recursion,Conditional Statements,Loops,Class Definition,Instance Variables,Mathematical Operations,List Operations,String Operations,Nested Data Structures,Error Handling,State Management,Mathematical Sequences,Cognitive Load
82,for_loops,nested_for_loop,medium,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    return True

def find_prime_pairs(N):
    primes = [i for i in range(2, N+1) if is_prime(i)]
    pairs = [(x, y) for x, y in zip(primes, primes[1:]) if y - x == 6]
    return pairs

# Example usage:
print(find_prime_pairs(30)) # Outputs: [(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]","Students should know how to define functions, use for loops, list comprehensions, and understand the concept of prime numbers.","First, create a helper function to check for prime numbers. Then, generate a list of primes and find pairs that satisfy the 'sexy primes' condition.","Write a Python function `find_prime_pairs` that takes an integer `N` and returns a list of tuples, where each tuple (`x`, `y`) represents a pair of prime numbers such that `x < y <= N` and `y - x == 6`. This difference of 6 is sometimes referred to as 'sexy primes'.",`find_prime_pairs(30)`,"`[(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]` because these are the pairs of primes less than 30 that are 6 units apart.",11,29,23,23,1,5,1,3,0,29,1,4,66.80609727802143,Student_10,2,2,5,2,683,15.0,821.0,1059.388999,1.2919378036585365,172.0,623.0,0.9683313032886723,0.0,33.0,8.0,47.0,20.0,56.0,0.0,5.0,18.0,39.0,26.0,53.0,9.0,1.0,0.0,14.0,18.0,23.0,42.0,29.0,92.0,21.0,28.0,13.0,23.0,9.0,7.0,5.0,3.0,13.0,6.0,61.0,7.0,8.0,0.0,26.0,0.0,22.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57,5,1,10.0,10.0,2.0,11.0,7.0,125.551499963,22.291636358363636,2.125142812714286,4.0,4.0,4.0,2.0,2.0,1746.68775004125,12.8324998615,1.2285000085,100.0,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,0.6000000000000001
83,for_loops,for_and_while_loop_combo,hard,"def generate_substrings(s):
    substrings = []
    for start in range(len(s)):
        end = start
        while end < len(s):
            substrings.append(s[start:end+1])
            end += 1
    return substrings

# Example usage:
print(generate_substrings('abc')) # Outputs the specified sample output","Students should be comfortable with string slicing, manipulating lists, and nested loops in Python.",Use the index from the `for` loop as the starting point and expand the end index using the `while` loop to create each substring.,Write a Python program that uses a combination of `for` and `while` loops to construct a list of all the substrings of a given string `s`. Your function `generate_substrings` should take a single argument `s` and return a list of all possible contiguous substrings. Use the `for` loop to control the starting point of each substring and the nested `while` loop to extend the substring character by character until the end of the string is reached.,`generate_substrings('abc')`,"`['a', 'ab', 'abc', 'b', 'bc', 'c']` because these are all the contiguous substrings that can be formed from the string 'abc'.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,Student_10,3,2,4,2,760,11.0,311.0,483.743,1.5604612903225805,42.0,238.0,0.9003215434083601,0.0,15.0,6.0,23.0,2.0,22.0,0.0,1.0,10.0,22.0,17.0,21.0,1.0,0.0,1.0,7.0,20.0,12.0,16.0,11.0,34.0,3.0,4.0,5.0,1.0,8.0,2.0,1.0,1.0,4.0,1.0,13.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,1,6.0,6.0,0.0,12.0,0.0,0.0,20.803166647666668,0.0,3.0,3.0,0.0,4.0,2.0,0.0,22.34275007225,2.4355000265,30.0,1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,1.0999999999999999
84,recursion,handling_recursion_depth,easy,"def fibonacci(n):
    if n <= 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage:
print(fibonacci(6)) # Outputs: 8",The students should be comfortable with recursion and should understand the Fibonacci sequence.,Define the base cases for when `n` is 0 or 1 and use recursion to express the relation `F(n) = F(n-1) + F(n-2)`.,"Construct a recursive Python function called `fibonacci` that will return the `n`-th number in the Fibonacci sequence. The sequence starts with 0 and 1, and every number thereafter is the sum of the previous two.",`fibonacci(6)`,"`8` because the Fibonacci sequence up to the 6th number is: 0, 1, 1, 2, 3, 5, 8.",4,15,11,11,2,2,2,1,0,15,2,0,86.90685388304115,Student_10,3,2,4,2,434,8.0,381.0,605.727999,1.5940210499999998,43.0,314.0,0.937007874015748,0.0,18.0,2.0,18.0,11.0,43.0,7.0,11.0,7.0,34.0,15.0,26.0,2.0,1.0,0.0,2.0,6.0,9.0,16.0,2.0,37.0,2.0,1.0,7.0,0.0,8.0,1.0,1.0,5.0,13.0,8.0,24.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4,0,7.0,7.0,1.0,11.0,2.0,74.81099987,22.09927270627273,2.8189998865,1.0,1.0,0.0,2.0,0.0,0.0,39.977500081,0.0,95.0,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0999999999999999
85,recursion,defining_a_recursive_function,medium,"def recursive_reverse(s):
    if len(s) == 0:
        return s
    else:
        return s[-1] + recursive_reverse(s[:-1])

# Example usage:
print(recursive_reverse('hello'))  # Outputs: 'olleh'",Students should understand the concept of string slicing and recursion in Python.,Consider the last character of the string and recursively reverse the remaining part of the string.,"Write a Python function named `recursive_reverse` that takes a string as input and returns the string reversed using recursion. If the input string is empty, the function should return an empty string.",`recursive_reverse('hello')`,`'olleh'` because the reverse of the string 'hello' is 'olleh'.,2,8,7,6,1,1,1,1,0,8,1,0,94.84781621846558,Student_10,2,1,5,2,568,2.0,161.0,128.996,0.8062250000000001,19.0,126.0,0.9006211180124224,0.0,9.0,1.0,12.0,2.0,14.0,2.0,0.0,4.0,7.0,7.0,17.0,3.0,3.0,0.0,0.0,12.0,6.0,14.0,4.0,14.0,2.0,1.0,4.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,6.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,2.0,2.0,0.0,4.0,0.0,0.0,39.478499948750006,0.0,1.0,1.0,1.0,1.0,0.0,156.721000194,19.499999762,0.0,100.0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0.2999999999999998
86,recursion,defining_a_recursive_function,hard,"def flatten_list(lst):
    flat_list = []
    for item in lst:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    return flat_list

# Example usage:
print(flatten_list([1, [2, [3, 4], [[5]], 6, 7], 8])) # Outputs: [1, 2, 3, 4, 5, 6, 7, 8]","Students should know how to use lists, loops, recursion, and type checking with `isinstance`.","Use a for loop to iterate through each element. For each list found, call the function recursively; otherwise, add the element to the resulting list.",Develop a Python program that defines a recursive function named `flatten_list` which takes a list with nested lists of arbitrary depth and returns a flat list containing all the elements in a single list with no nesting.,"`flatten_list([1, [2, [3, 4], [[5]], 6, 7], 8])`","`[1, 2, 3, 4, 5, 6, 7, 8]` because the nested list structures have been removed and all elements are in one flat list.",3,14,10,10,1,3,1,1,0,14,1,2,100.0,Student_10,3,2,4,1,547,5.0,205.0,260.472,1.2768235294117647,22.0,175.0,0.9609756097560975,0.0,14.0,3.0,13.0,10.0,13.0,1.0,1.0,1.0,9.0,16.0,17.0,3.0,0.0,0.0,16.0,9.0,9.0,4.0,1.0,10.0,6.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,11.0,1.0,14.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,1,4.0,4.0,0.0,5.0,3.0,0.0,25.521200036800003,1.8320000969999999,2.0,2.0,1.0,2.0,1.0,277.923999786,21.5655001405,4.163000107,100.0,1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0.8999999999999999
87,classes_and_objects,creating_a_class,easy,"class Rectangle:
    def __init__(self, length, width):
        self.length = length
        self.width = width

    def area(self):
        return self.length * self.width

    def perimeter(self):
        return 2 * (self.length + self.width)

# Example usage:
my_rectangle = Rectangle(10, 5)
print('Area:', my_rectangle.area()) # Outputs: Area: 50
print('Perimeter:', my_rectangle.perimeter()) # Outputs: Perimeter: 30","Students should understand basic class construction, attribute definition, and use of self to access attributes.","Remember that the area of a rectangle can be calculated by multiplying its length by its width, and the perimeter is the sum of the lengths of all sides.","Create a Python class named `Rectangle` with two attributes: `length` and `width`. The class should have two methods: `area` which returns the area of the rectangle, and `perimeter` which returns the perimeter of the rectangle.","`my_rectangle = Rectangle(10, 5)
print('Area:', my_rectangle.area())
print('Perimeter:', my_rectangle.perimeter())`","`Area: 50
Perimeter: 30` because the area is length * width and the perimeter is 2 * (length + width).",0,3,1,1,1,1,1,0,0,3,1,0,100.0,Student_10,2,2,5,2,2171,10.0,314.0,491.961,1.5717603833865814,50.0,264.0,1.0,0.0,18.0,10.0,30.0,13.0,25.0,4.0,3.0,2.0,12.0,13.0,14.0,8.0,0.0,6.0,22.0,12.0,6.0,11.0,3.0,34.0,10.0,1.0,4.0,0.0,3.0,0.0,0.0,2.0,6.0,2.0,8.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,1,8.0,7.0,2.0,9.0,4.0,134.81750011399998,23.504777802444444,3.02774983675,2.0,2.0,3.0,1.0,0.0,179.32833329833332,45.556999922,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0.6000000000000001
88,classes_and_objects,inheritance,medium,"class Shape:
    def __init__(self, color):
        self.color = color

class Square(Shape):
    def __init__(self, color, side):
        super().__init__(color)
        self.side = side

    def area(self):
        return self.side ** 2

# Example usage:
square = Square('blue', 3)
print(square.area())  # Outputs: 9","Students should be aware of class inheritance, the `super()` function, and how to override methods in subclasses.",Don't forget to call the initializer of the parent `Shape` class using `super()` and override the `area` method for `Square`.,Inherit from a class `Shape` to create a subclass `Square`. The `Shape` class has an instance variable `color`. The `Square` class is initialized with `color` and `side` (the length of a side of the square). Implement the method `area` in the `Square` class that calculates and returns the area of the square.,"square = Square('blue', 3)
print(square.area())",`9` because the area of a square with a side length of 3 is `3*3`.,7,16,11,11,0,5,0,5,2,16,0,5,72.00374081225775,Student_10,3,2,4,2,1949,9.0,316.0,222.377,0.7059587301587302,60.0,233.0,0.9272151898734177,0.0,17.0,8.0,21.0,11.0,19.0,11.0,16.0,3.0,4.0,3.0,19.0,13.0,0.0,0.0,19.0,25.0,5.0,12.0,7.0,36.0,3.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,9.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,2,3.0,3.0,2.0,3.0,1.0,263.431500077,26.527000109333333,2.676999808,3.0,3.0,2.0,3.0,1.0,278.85800004,15.216000000666668,3.171000004,50.0,1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,1.0999999999999999
89,classes_and_objects,defining_attributes_and_methods,hard,"import time

class Timer:
    def __init__(self):
        self.start_time = None
        self.end_time = None

    def start(self):
        self.start_time = time.time()
        self.end_time = None

    def stop(self):
        if self.start_time is None:
            raise ValueError('Timer must be started before it can be stopped.')
        self.end_time = time.time()

    def duration(self):
        if self.start_time is None or self.end_time is None:
            raise ValueError('Timer must be started and stopped to get the duration.')
        return self.end_time - self.start_time

# Example usage:
t = Timer()
t.start()
time.sleep(2)
t.stop()
print(t.duration()) # Outputs: 2.0 (approximately)","Students should be familiar with basic class creation, error handling using exceptions, and working with the `time` module.",Use `time.time()` to get the current time. Make sure the timer is in the correct state before allowing `stop` and `duration` to be called.,"In this exercise, you will create a Python class called `Timer`. The class should have methods to `start` the timer, `stop` the timer, and `duration` which should return the time elapsed between the start and stop times in seconds. Additionally, include error handling to ensure that `stop` cannot be called before `start` and that `duration` cannot be called unless the timer has been both started and stopped. Use the `time` module from Python's standard library to get the current time.","`t = Timer() 
t.start() 
# assume a duration of 2 seconds between start and stop 
time.sleep(2) 
t.stop() 
print(t.duration())`","`2.0` or close to `2.0`, depending on the actual time elapsed.",12,35,29,29,0,6,0,5,1,35,0,6,55.07828861865832,Student_10,4,2,4,3,2135,31.0,984.0,1019.884999,1.0375228880976601,226.0,787.0,1.0294715447154472,0.0,37.0,18.0,75.0,32.0,60.0,2.0,24.0,18.0,49.0,83.0,54.0,16.0,0.0,0.0,31.0,61.0,21.0,58.0,19.0,83.0,16.0,18.0,9.0,1.0,8.0,0.0,0.0,6.0,29.0,0.0,46.0,8.0,4.0,0.0,18.0,1.0,22.0,2.0,27.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5,4,12.0,12.0,6.0,13.0,5.0,148.61849999433335,23.85038458376923,2.9754000188,2.0,2.0,3.0,0.0,1.0,305.5949999493333,0.0,2.940999747,60.0,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1.5999999999999999
90,for_loops,for_loop_with_range_iterate_over_string,easy,"def count_vowels(word):
    count = 0
    vowels = 'aeiou'
    for i in range(len(word)):
        if word[i].lower() in vowels:
            count += 1
    return count

# Example usage:
print(count_vowels('umbrella')) # Outputs: 3","Students should be familiar with for loops, the range function, and basic string operations.",Convert the input string to lowercase to simplify checking and use a loop to count vowels.,"Write a Python program that asks the user to input a word and then uses a for loop with range to count the number of vowels ('a', 'e', 'i', 'o', 'u') in the word. The program should print the total number of vowels found.",`count_vowels('umbrella')`,`3` because there are 3 vowels in 'umbrella'.,3,14,12,12,0,2,0,1,0,14,0,2,65.73079721739349,Student_11,3,2,5,1,586,20.0,905.0,669.295,0.740370575221239,169.0,655.0,0.9104972375690608,0.0,23.0,14.0,49.0,10.0,69.0,17.0,52.0,23.0,30.0,31.0,76.0,20.0,21.0,32.0,21.0,18.0,13.0,34.0,8.0,73.0,13.0,13.0,9.0,10.0,13.0,8.0,8.0,41.0,16.0,10.0,21.0,3.0,11.0,0.0,10.0,1.0,3.0,4.0,1.0,21.0,26.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,14,4,14.0,14.0,2.0,24.0,2.0,91.425500035,22.004916667958337,4.6459999085,2.0,2.0,2.0,2.0,0.0,37072.803000331,18.631999731,0.0,100.0,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0.7
91,for_loops,nested_for_loop,medium,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    return True

def find_prime_pairs(N):
    primes = [i for i in range(2, N+1) if is_prime(i)]
    pairs = [(x, y) for x, y in zip(primes, primes[1:]) if y - x == 6]
    return pairs

# Example usage:
print(find_prime_pairs(30)) # Outputs: [(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]","Students should know how to define functions, use for loops, list comprehensions, and understand the concept of prime numbers.","First, create a helper function to check for prime numbers. Then, generate a list of primes and find pairs that satisfy the 'sexy primes' condition.","Write a Python function `find_prime_pairs` that takes an integer `N` and returns a list of tuples, where each tuple (`x`, `y`) represents a pair of prime numbers such that `x < y <= N` and `y - x == 6`. This difference of 6 is sometimes referred to as 'sexy primes'.",`find_prime_pairs(30)`,"`[(5, 11), (7, 13), (11, 17), (13, 19), (17, 23), (23, 29)]` because these are the pairs of primes less than 30 that are 6 units apart.",8,20,18,18,0,2,0,2,0,20,0,2,57.94116431808594,Student_11,6,4,5,2,683,17.0,830.0,626.954999,0.7562786477683957,80.0,660.0,0.891566265060241,0.0,22.0,8.0,47.0,17.0,81.0,2.0,9.0,14.0,51.0,38.0,78.0,20.0,4.0,1.0,6.0,22.0,17.0,46.0,6.0,50.0,2.0,4.0,12.0,1.0,14.0,4.0,4.0,12.0,33.0,6.0,63.0,3.0,21.0,0.0,37.0,3.0,15.0,3.0,2.0,15.0,0.0,6.0,1.0,2.0,1.0,3.0,1.0,6.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,7,8.0,8.0,2.0,13.0,1.0,222.7099999185,21.197000008307693,3.699000121,1.0,1.0,1.0,1.0,0.0,681.388000011,46.396000147,0.0,100.0,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,2.4
92,for_loops,for_and_while_loop_combo,hard,"def generate_substrings(s):
    substrings = []
    for start in range(len(s)):
        end = start
        while end < len(s):
            substrings.append(s[start:end+1])
            end += 1
    return substrings

# Example usage:
print(generate_substrings('abc')) # Outputs the specified sample output","Students should be comfortable with string slicing, manipulating lists, and nested loops in Python.",Use the index from the `for` loop as the starting point and expand the end index using the `while` loop to create each substring.,Write a Python program that uses a combination of `for` and `while` loops to construct a list of all the substrings of a given string `s`. Your function `generate_substrings` should take a single argument `s` and return a list of all possible contiguous substrings. Use the `for` loop to control the starting point of each substring and the nested `while` loop to extend the substring character by character until the end of the string is reached.,`generate_substrings('abc')`,"`['a', 'ab', 'abc', 'b', 'bc', 'c']` because these are all the contiguous substrings that can be formed from the string 'abc'.",3,11,11,10,0,1,0,1,0,11,0,1,66.9244833780622,Student_11,3,2,5,1,760,10.0,396.0,270.76,0.6854683544303797,32.0,317.0,0.8813131313131313,0.0,11.0,6.0,18.0,4.0,24.0,0.0,2.0,8.0,31.0,25.0,36.0,12.0,0.0,0.0,2.0,31.0,10.0,27.0,7.0,14.0,5.0,8.0,6.0,3.0,7.0,2.0,2.0,2.0,10.0,1.0,25.0,16.0,10.0,0.0,5.0,2.0,2.0,3.0,1.0,5.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4,1,4.0,4.0,2.0,4.0,2.0,135.65949988399998,20.1210000515,1.536000013,1.0,1.0,2.0,0.0,0.0,197.794999838,0.0,0.0,100.0,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,0.7
93,recursion,handling_recursion_depth,easy,"def fibonacci(n):
    if n <= 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage:
print(fibonacci(6)) # Outputs: 8",The students should be comfortable with recursion and should understand the Fibonacci sequence.,Define the base cases for when `n` is 0 or 1 and use recursion to express the relation `F(n) = F(n-1) + F(n-2)`.,"Construct a recursive Python function called `fibonacci` that will return the `n`-th number in the Fibonacci sequence. The sequence starts with 0 and 1, and every number thereafter is the sum of the previous two.",`fibonacci(6)`,"`8` because the Fibonacci sequence up to the 6th number is: 0, 1, 1, 2, 3, 5, 8.",4,16,14,14,1,1,1,1,0,16,1,0,75.20433903418117,Student_11,2,1,4,1,434,11.0,501.0,367.86,0.73572,56.0,385.0,0.8802395209580839,0.0,17.0,7.0,20.0,14.0,53.0,8.0,14.0,11.0,47.0,13.0,46.0,13.0,2.0,0.0,2.0,7.0,12.0,23.0,3.0,36.0,4.0,7.0,8.0,3.0,13.0,0.0,0.0,8.0,7.0,3.0,33.0,0.0,15.0,0.0,5.0,4.0,6.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,7,4,8.0,8.0,2.0,10.0,4.0,122.78249990949999,23.0812000275,2.4864999054999997,4.0,4.0,2.0,5.0,1.0,204.79200005549998,20.5602000236,2.557999849,95.0,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0.2999999999999998
94,recursion,defining_a_recursive_function,medium,"def recursive_reverse(s):
    if len(s) == 0:
        return s
    else:
        return s[-1] + recursive_reverse(s[:-1])

# Example usage:
print(recursive_reverse('hello'))  # Outputs: 'olleh'",Students should understand the concept of string slicing and recursion in Python.,Consider the last character of the string and recursively reverse the remaining part of the string.,"Write a Python function named `recursive_reverse` that takes a string as input and returns the string reversed using recursion. If the input string is empty, the function should return an empty string.",`recursive_reverse('hello')`,`'olleh'` because the reverse of the string 'hello' is 'olleh'.,2,10,9,8,1,1,1,1,0,10,1,0,86.88554113211279,Student_11,4,2,5,1,568,6.0,358.0,231.260999,0.6477899131652661,43.0,281.0,0.9050279329608939,0.0,12.0,3.0,28.0,3.0,27.0,4.0,1.0,9.0,18.0,16.0,39.0,12.0,6.0,0.0,2.0,17.0,7.0,36.0,0.0,27.0,1.0,1.0,10.0,0.0,7.0,2.0,2.0,5.0,4.0,1.0,18.0,9.0,10.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,4,4.0,4.0,2.0,6.0,0.0,139.029000044,16.893166661166664,0.0,1.0,1.0,2.0,0.0,0.0,160.2404999735,0.0,0.0,100.0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0.9999999999999998
